Gender,City Pop,Age,Transaction Mean,Count,Coefficient of Var of Transaction Amt,Entertainment,Food Dining,Gas Transport,Health Fitness,Home,Kids Pets,Personal Care,Travel,Grocery,Misc,Shopping,Spending Distribution Difference from Median,2016 population estimate,Adjusted gross income reported on itemized returns,"Average earnings per worker growth, 2001-2016",Charitable Giving and Civil Society,Civilian population aged 25 and up,Creative Class Occupations and Creative Industries,Crime,Farmers' markets per capita,Food Access,Full-Time Work,Grocery stores per capita,Industry Mix,Intensity of volunteerism,Interval measure of number of organizations at which one volunteers  ,Interval measure of volunteer hours  ,Itemized contributions as share of total adjusted gross income,"Jobs, Earnings, and Productivity",Literacy and Education,Net migration rate,"Per capita income growth, 2001-2016",Percent of adults that are obese,Percent of adults that have diabetes,Percent of civilian population aged 18-64 that is insured,Percent of population that has low access to grocery stores,Percent of population with at least a bachelor's degree,Percent of population with high school diploma or equivalent,Percent of returns with itemized deductions,Percent of returns with professional or business income,Percent of returns with salaries and wages,Percent of returns with self-emp. retirement plans,Percent of returns with taxable Social Security benefits,Percent of the population 25 and above that have completed more than 8th grade,Percent of working-age population that works full-time (35+ hours/week) year-round,Poor mental health days per month,Poor physical health days per month,"Property crime events per 1,000 population","QCEW emp., 2001-2016 Average  ","QCEW emp., 2016  ",Rate Working Outside County of Residence  ,Rate Working in County of Residence  ,Reported instances of violent crime  ,Residential stability,Share of emp. in the 2nd-largest traded industry  ,Share of emp. in the 3rd-largest traded industry  ,Share of emp. in the 4th-largest traded industry  ,Share of emp. in the 5th-largest traded industry  ,Share of emp. in the largest traded industry  ,Suicide rate,Total civilian population aged 18-64,"Violent crime events per 1,000 population",Worked Outside County of Residence  ,Worked in County of Residence  ,Years of potential life lost to premature death (age-adjusted),"JobCat_Arts, Entertainment, and Media",JobCat_Education and Research,"JobCat_Finance, Insurance, and Business Services",JobCat_Healthcare and Social Assistance,"JobCat_Manufacturing, Construction, and Logistics","JobCat_Retail, Hospitality, and Customer Service",JobCat_Technology and Engineering
0,151815,31.99178645,56.8598855,1048,18733.52782,8.835768116,6.068989729,12.12574569,6.801723669,11.09030569,6.764686732,4.10329664,0.254794664,16.1520988,10.53082473,17.27176554,16.13498598,162158.0,2935746.0,0.028224757,0.276822428,108786.0,0.349439072,0.896592314,0.0246673,0.513360684,0.485327453,0.105749672,0.650811662,224.7307692,1.3,292.15,0.029665714,0.361430005,0.654278187,0.0012523,0.025289671,25.9,9.1,85.77281952,36.31507362,13.34192085,81.05297089,20.57553864,11.81294918,81.26618958,0.230215833,14.70503616,0.980696045,51.11187744,4.192117214,4.617353439,51.19923367,55943.9375,59903.99947,0.111126566,0.888873444,941.0,0.945937011,0.021274757,0.020525845,0.016569991,0.194807375,0.02172826,0.218019295,94453.0,5.778181684,7190.0,57511.0,8629.834961,False,True,False,False,False,False,False
1,9512,47.00068446,89.69021073,522,12745.15444,7.145690285,5.715223687,2.211208483,4.220252384,7.416396455,8.456417353,3.129887913,0.084347378,27.14902659,12.10620892,22.36534055,29.88305289,32789.0,606701.0,0.032042027,0.371283837,22568.0,0.36628877,0.975624652,0.21348623,0.634754312,0.647603987,0.272158215,0.627916895,83.5816092,1.550802139,129.6185383,0.035724352,0.406162734,0.653632002,-0.0168384,0.023819039,29.1,11.9,84.78807068,17.01892158,12.16797447,77.25370789,21.61616135,15.08417511,80.80808258,0.33670035,16.70033646,0.984447005,60.18947983,4.095964432,4.383290768,12.40128332,8819.687511,8615.999971,0.431863861,0.568136139,36.0,0.928842768,0.018830715,0.01749135,0.015561256,0.12262811,0.019125415,0.183947514,19110.0,1.110562685,6446.0,8480.0,8309.400391,False,True,False,False,False,False,False
1,15623,26.16290212,92.4810119,504,18679.73884,5.418937349,5.239749987,1.641134828,5.084741763,7.904690002,6.826540755,4.860435744,0.424389992,23.66697754,11.62192668,27.31047536,26.49191738,1767593.0,45606372.0,0.022153838,0.311321106,1168342.0,0.519466725,0.919338339,0.015840751,0.649099978,0.475351309,0.24524071,0.606006356,76.18038741,1.436521739,109.4347826,0.035356375,0.303420944,0.662412067,-0.0237554,0.0240892,33.5,12.0,84.61504364,14.16836978,13.11397839,82.26722717,24.24314117,16.44033623,78.82167053,0.291530669,13.22976112,0.978071489,50.4693718,4.640135288,4.310955048,32.73888771,734492.9382,711606.002,0.260366573,0.739633408,17489.0,0.965829661,0.048387215,0.033238489,0.029036237,0.144950703,0.063114032,0.12004349,1090637.0,9.950478037,180854.0,513759.0,10048.0293,True,False,False,False,False,False,False
0,7322,71.62765229,774.74375,8,20368.83688,0.0,0.0,0.161020983,0.0,0.0,0.0,0.0,0.0,4.7435039,14.13144669,80.96402843,125.3936919,969229.0,128562484.0,0.021610787,0.224526051,661283.0,0.465627451,0.976867038,0.034047681,0.629238966,0.647092943,0.499834255,0.653382167,146.1401682,1.479265403,216.1800948,0.023221681,0.450059774,0.777522959,-0.0056981,0.035638399,20.3,8.2,86.84571075,14.52305679,23.39327812,89.81355286,47.01005554,18.05869102,79.87276459,2.199876785,14.81428242,0.966335139,60.67812729,3.35717535,3.239949465,10.17192758,409669.2505,422288.0028,0.380023499,0.619976501,2200.0,0.955707535,0.03348504,0.020968104,0.017288396,0.152004582,0.036491111,0.07080249,589534.0,2.261799138,174731.0,285059.0,4093.615723,False,False,False,False,False,False,True
0,75830,45.01026694,55.43627623,2049,23662.83613,7.809484604,4.724113521,13.230453,6.311979521,9.952228619,8.885804277,2.452025915,1.290504277,15.51908271,13.67708984,16.14723371,19.98461489,1235215.0,83134670.0,0.019494636,0.250420024,860757.0,0.542055325,0.972164607,0.022668119,0.535130814,0.652844369,0.192497039,0.588866863,76.18038741,1.436521739,109.4347826,0.026802392,0.37783987,0.826303823,-0.006807,0.017312119,26.3,9.3,90.0594635,29.28780262,25.19063187,89.01054382,38.376297,16.36435127,80.39138794,0.985539138,15.76233864,0.990244634,60.6084137,3.581150055,3.268242359,13.53417535,689371.5621,721461.0029,0.306455669,0.693544312,2161.0,0.941904773,0.035586562,0.020934831,0.020923734,0.126502028,0.044771638,0.114954541,773892.0,1.742677288,186090.0,421143.0,5728.905273,False,False,False,False,False,False,True
1,242,32.45722108,58.35605672,2574,36655.02333,4.247902366,3.027458701,14.98221572,4.517720669,8.056182443,8.424816733,5.672808508,3.775525604,18.97368784,12.41234101,15.90934041,19.43275672,3003.0,23469.0,0.041900974,0.570603913,2241.0,0.212718969,1.0,0.0,0.580342348,0.686566847,0.980392157,0.474409343,70.22885572,1.579912664,110.9554585,0.052111296,0.488068144,0.706851168,-0.152208999,0.040306363,29.6,13.0,85.44303894,27.18947047,10.70030403,93.6046524,8.965517044,20.0,68.96551514,0.0,22.06896591,0.99330656,62.01358795,3.474409342,3.507904291,0.0,878.8124993,743.0000036,0.360456276,0.639543724,0.0,0.947633434,0.041687235,0.033601753,0.028394973,0.06226565,0.067374676,0.344708721,1580.0,0.0,474.0,841.0,6549.380859,False,False,False,False,False,True,False
0,1565,51.43874059,64.96592666,1009,18553.92812,5.795932975,4.43994275,12.46363497,7.316528814,6.93464074,6.509778245,5.851645644,0.686049957,17.20060009,14.58010618,18.22113963,12.66995046,17850.0,78322.0,0.054040737,0.247667061,12283.0,0.178624216,0.987374411,0.0,0.713261858,0.204626747,0.276655785,0.372226473,77.68523002,1.480286738,114.9964158,0.029365951,0.323329269,0.517743721,0.030188199,0.029698644,34.3,15.6,84.14880371,1.99798177,3.165706158,81.59597778,10.64718151,17.53653526,82.46346283,0.0,9.394572258,0.931612798,34.92537308,5.489225864,6.429778099,6.299475973,2921.062501,2580.999995,0.429094238,0.570905762,12.0,0.950214012,0.032158356,0.025167281,0.017596455,0.131950228,0.034651246,0.171320884,9892.0,0.6689709,1876.0,2496.0,12422.21973,False,False,False,False,True,False,False
1,571,88.82135524,60.25281764,1519,14742.68245,7.548476613,4.952797642,11.94795509,6.69415453,7.404317751,7.803699203,6.829321218,2.130074473,20.21284465,9.463820594,15.01253824,16.67081978,23280.0,306606.0,0.028013144,0.286817853,16204.0,0.212373484,0.984809271,0.042955326,0.627774851,0.351678367,0.171013254,0.666064596,77.68523002,1.480286738,114.9964158,0.032227028,0.333120944,0.553130253,-0.0137573,0.030430317,37.2,15.3,84.74091339,16.76100687,5.274860859,79.43826294,18.3979969,16.89612007,82.35294342,0.0,13.89236546,0.953036287,42.27479553,5.020876408,5.455361843,7.405515832,6101.124997,5298.999991,0.427778587,0.572221413,22.0,0.949183382,0.015861435,0.014938556,0.013738955,0.134389795,0.01894349,0.174079554,13972.0,0.936329588,2929.0,3918.0,11146.54297,False,False,False,False,True,False,False
0,129,54.04517454,62.2409421,2038,14102.99617,5.461199568,3.824283168,14.33249842,6.054654488,8.658641148,7.189541041,6.264182436,0.47286874,22.56281266,10.08055844,15.09875989,19.10672527,3865.0,64779.0,0.033653054,0.273611418,2945.0,0.252997125,0.988229241,0.0,0.578799909,0.402704146,0.255885363,0.442762703,96.39245283,1.389252949,133.9134993,0.029037188,0.481623216,0.567008091,0.0217446,0.036205292,27.6,11.6,74.37902832,10.93322427,12.91963387,57.26140976,23.80952454,22.61904716,69.64286041,0.0,21.4285717,0.983022071,46.74530411,4.093391895,3.93569684,4.968619247,1009.125,1087.999998,0.368245506,0.631754494,5.0,0.910471204,0.054030456,0.006087374,0.00066733,0.112783758,0.063595399,0.256410256,2174.0,1.307531381,552.0,947.0,6349.978516,False,False,False,False,False,False,True
0,1571,37.51403149,92.67079051,506,7977.268935,6.539618549,5.800741372,3.186574431,5.425534138,11.27790542,5.960365457,3.165099287,19.19146402,14.61657591,5.754016406,19.082105,41.8208874,5987.0,48068.0,0.039923567,0.737600686,3835.0,0.375882222,0.986763409,0.0,0.67294679,0.641344242,0.497925311,0.615285374,60.05882353,1.961538462,117.8076923,0.084463676,0.393951349,0.558273963,-0.048802398,0.028846946,27.8,9.8,64.92490387,4.847201249,8.836601257,82.08092499,9.128630638,14.9377594,83.81742859,0.0,12.44813251,0.93767927,59.25386047,3.767665386,4.13999939,6.171569636,1602.374995,1454.00001,0.459826965,0.540173035,5.0,0.921914785,0.080329873,0.0267558,0.025225913,0.109126799,0.089002252,0.166889186,3196.0,1.028594939,1116.0,1311.0,10109.02344,False,False,False,False,False,False,True
0,3996,42.54893908,63.36232639,2016,45683.45746,8.479443738,4.682028003,11.42756155,6.357193155,8.892365611,6.868605342,3.378559862,3.281940559,13.62259367,11.71136803,21.29834048,16.25754247,57704.0,886097.0,0.026191728,0.424307017,39472.0,0.329605038,0.956537415,0.017329821,0.607294585,0.524387213,0.10408535,0.640886085,94.52071006,1.557603687,147.2258065,0.048597388,0.393797055,0.583312904,0.0014223,0.029221671,34.6,14.1,83.50691223,6.453696486,8.127624512,77.50212097,21.34423256,16.98456001,82.56130981,0.181653038,14.94096279,0.965317187,51.56754684,4.701599121,4.512752533,21.88259214,8411.375003,8146.999956,0.662622986,0.337377052,125.0,0.96092589,0.017577427,0.013372002,0.010895514,0.099761168,0.036068279,0.190628033,33990.0,2.153798439,14147.0,7203.0,9359.12207,False,False,False,True,False,False,False
1,1201,40.01368925,55.09840304,526,23326.77414,4.881415069,3.286032318,12.83848876,3.103020659,10.76725499,6.699938168,7.297900473,0.302845652,17.25744054,8.277896166,25.2877672,22.51541991,411402.0,24190612.0,0.023056882,0.238887876,275344.0,0.474981439,0.962082614,0.0194457,0.50613633,0.767796736,0.123298177,0.647528099,67.66142271,1.491836735,100.9397959,0.025181794,0.449871129,0.848820411,-0.0094737,0.024432318,26.6,6.9,92.96892548,32.14441595,27.26047325,86.96688843,42.36798096,13.34670639,85.87889862,0.765068114,13.17876434,0.990731594,66.78539276,2.950485945,2.787399054,20.01059456,171971.3122,186981.0,0.516256714,0.483743286,487.0,0.935998407,0.040939339,0.032755353,0.025361497,0.089022967,0.050506242,0.112578625,257699.0,1.183383066,115435.0,108165.0,4218.929688,False,False,True,False,False,False,False
1,207,57.26214921,63.61156352,1535,44987.25992,6.093487806,4.547551687,14.65455802,5.721902323,7.809982718,6.000117775,6.215502784,10.18584395,19.19946745,8.134202138,11.43738335,28.17016522,109450.0,4591896.0,0.031844955,0.242281494,76016.0,0.428156302,0.962870004,0.073092736,0.578996749,0.642623487,0.174351916,0.721881358,83.54609929,1.484210526,124.0,0.024090485,0.478871105,0.763270943,0.0067133,0.034888607,29.4,7.6,91.98763275,16.85912213,17.73773193,91.69347382,30.46272469,12.87183285,81.8766098,0.899742901,18.03158188,0.987844664,60.54425812,3.703310013,3.23186779,19.13543616,49510.5625,52613.99988,0.384770813,0.615229187,165.0,0.934023262,0.025815148,0.02322514,0.020938717,0.138968837,0.027418999,0.127472047,66622.0,1.506367828,20374.0,32577.0,5299.433594,False,False,True,False,False,False,False
1,4913,53.14168378,67.55821632,1581,19492.57354,5.822429345,8.630259057,10.3581946,3.33689294,10.64723245,11.88464064,4.95402377,0.256194344,15.54724419,13.27487226,15.28801641,23.45951489,21917.0,286796.0,0.019604938,0.548462945,14349.0,0.475185556,0.916602224,0.091253365,0.727027556,0.459817791,0.224346031,0.600638121,78.06332703,1.408788282,109.9747004,0.057553104,0.247181378,0.542899549,-0.045016699,0.026335647,36.8,17.3,77.93658447,2.325254734,8.921420097,71.89112854,18.56978035,18.33909988,83.50634003,0.0,12.45674706,0.961878877,49.00691986,4.55207634,4.528745651,37.69913106,6427.812488,5085.000005,0.398436508,0.601563492,163.0,0.963700018,0.042304426,0.032099597,0.01894762,0.073487748,0.050613601,0.139645301,12804.0,7.376900797,3160.0,4771.0,10905.46582,False,False,False,False,False,False,True
0,4159,21.908282,62.12934263,502,34667.47634,7.692472938,5.648959422,11.8075548,4.409352934,2.231528943,9.198423928,3.617725905,4.078273926,11.06729215,7.587628046,32.66078702,39.55055069,86576.0,1951422.0,0.025698731,0.429600684,60054.0,0.397580487,0.971009136,0.011550545,0.621921328,0.63142191,0.164238286,0.676067741,94.52071006,1.557603687,147.2258065,0.048761365,0.439893363,0.620893747,0.0151724,0.028590543,33.0,12.8,86.25708008,5.312866997,10.21277332,79.99698639,28.6551342,15.7645092,84.1517868,0.139508933,14.5089283,0.971725447,58.30932236,4.114243984,3.870744228,14.56950579,16242.25,19312.99999,0.625687943,0.374312057,126.0,0.938637849,0.025283052,0.018624136,0.016965384,0.106737833,0.02731704,0.181778934,51743.0,1.456950579,23534.0,14079.0,9818.209961,False,True,False,False,False,False,False
0,841711,56.74469541,62.02511241,1023,11557.85928,6.054133468,9.998866854,10.13695616,3.096718149,7.865180581,14.21596493,5.709855797,3.886704988,17.17955818,8.774328942,13.08173194,27.4121621,778193.0,37576909.0,0.022463491,0.249826735,557727.0,0.572114881,0.899410642,0.035980791,0.654078737,0.597890738,0.217858883,0.612878751,98.30534826,1.456521739,143.1838768,0.025589864,0.407059586,0.799989121,0.0042814,0.02906343,21.3,7.7,85.81318665,8.750298105,24.5827961,88.42303467,37.13959885,17.17506981,83.6964798,1.112237096,10.80567551,0.981860301,58.16449738,3.96928978,3.486361265,51.06173704,442742.0619,492061.9983,0.216033535,0.783966446,3627.0,0.917571317,0.040855318,0.020723863,0.019319549,0.106053753,0.061856568,0.152544619,529118.0,4.669480113,85656.0,310838.0,6087.499023,False,False,False,False,True,False,False
1,2036,48.36687201,58.1661785,2028,36875.93972,4.381863126,3.877916949,15.22007145,6.163316167,7.944786163,6.832800092,6.280363317,1.70029063,17.99131764,9.884087971,19.7231865,12.44168035,93198.0,2598208.0,0.023561342,0.267483799,62717.0,0.355977287,0.898989572,0.021459688,0.514955123,0.739636022,0.128820328,0.666317001,88.30181347,1.462121212,129.1079545,0.026514813,0.43312993,0.709196022,-0.0043777,0.028820584,36.0,11.5,87.711586,34.47278694,14.36028385,86.93286896,29.49790764,11.48303127,85.26266479,0.348675042,15.06276131,0.981918778,65.01872253,3.36428833,3.163707972,50.98872189,37869.56247,38400.99985,0.462297707,0.537702293,455.0,0.931047598,0.034131031,0.025934614,0.024151506,0.12660162,0.052600317,0.160287235,55947.0,4.905871951,21311.0,24787.0,7502.37793,False,False,False,False,False,False,True
0,24840,59.94798084,71.51301863,1557,40815.07024,5.737209415,10.44842566,8.209831411,2.557950787,10.41903972,10.9730886,4.847557298,7.81734232,16.14423251,5.893326707,16.95199557,33.13115548,1235215.0,83134670.0,0.019494636,0.250420024,860757.0,0.542055325,0.972164607,0.022668119,0.535130814,0.652844369,0.192497039,0.588866863,76.18038741,1.436521739,109.4347826,0.026802392,0.37783987,0.826303823,-0.006807,0.017312119,26.3,9.3,90.0594635,29.28780262,25.19063187,89.01054382,38.376297,16.36435127,80.39138794,0.985539138,15.76233864,0.990244634,60.6084137,3.581150055,3.268242359,13.53417535,689371.5621,721461.0029,0.306455669,0.693544312,2161.0,0.941904773,0.035586562,0.020934831,0.020923734,0.126502028,0.044771638,0.114954541,773892.0,1.742677288,186090.0,421143.0,5728.905273,False,False,True,False,False,False,False
1,22305,80.81587953,71.13618464,1549,20950.63146,6.49409497,9.937811933,9.858666784,3.165987461,7.436313384,10.62279273,5.609540616,3.995881657,13.45540133,11.2361336,18.18737553,21.27833841,28719.0,388120.0,0.027657917,0.329573456,19699.0,0.331816565,0.926453341,0.034820154,0.664097382,0.637287244,0.242424242,0.692366644,74.58632479,1.654411765,123.3964932,0.033798825,0.380796173,0.629039336,0.0009156,0.023910999,33.4,13.0,84.99111938,3.117637927,9.609319687,80.48780823,14.23221016,12.13483143,83.59550476,0.224719107,12.13483143,0.985227677,58.28879929,4.132667065,3.88754034,39.04675884,11234.75,11842.00004,0.372627602,0.627372398,61.0,0.939276531,0.027890274,0.025847819,0.025616949,0.120686824,0.028127776,0.139489469,16890.0,2.119085667,4555.0,7669.0,9975.18457,False,False,False,False,False,True,False
1,215,51.10746064,69.11788499,1026,31256.98908,6.74028537,3.426104087,11.71545633,6.76609093,7.603417897,5.821551027,5.00055348,4.460314786,18.43818546,12.71473787,17.31330277,13.67876158,4284.0,60887.0,0.032068305,0.645815762,2976.0,0.298826187,0.972659821,0.233426704,0.582250674,0.732962897,0.458400183,0.527420802,70.22885572,1.579912664,110.9554585,0.054790021,0.508407672,0.641637879,-0.0245065,0.047888212,32.5,11.9,82.10930634,31.34700205,14.48321247,70.07041931,15.38461494,22.05128288,80.0,0.0,16.92307663,0.969086022,65.44117737,3.542675257,3.397518158,13.12154696,1380.937502,1273.999995,0.317910442,0.682089539,8.0,0.957497048,0.04593223,0.038905382,0.033185478,0.115524855,0.046727728,0.237642586,2342.0,1.841620626,639.0,1371.0,7380.648926,False,False,False,False,False,True,False
1,230,22.40930869,73.71622783,1466,11372.12295,13.69181568,2.913971103,10.36174542,4.425112376,1.961367099,4.763843577,2.833456975,0.198652719,6.67011573,25.77691137,26.40300796,54.48247484,23382.0,171100.0,0.013708404,0.241770901,16557.0,0.236669716,0.989653487,0.042767941,0.712389663,0.314169028,0.166910077,0.611521483,77.68523002,1.480286738,114.9964158,0.025336061,0.231926602,0.571980812,-0.0078713,0.030568054,38.6,17.5,83.97929382,0.0,7.300047398,81.63606262,10.99337769,16.29139137,81.72185516,0.0,12.58278179,0.94648789,40.75810242,4.76304245,5.353593826,5.209667777,5711.812508,4278.000031,0.277931805,0.722068176,12.0,0.981808754,0.038787428,0.020398427,0.010650629,0.13022902,0.040306523,0.175646599,14294.0,0.512426339,2005.0,5209.0,12109.0127,False,False,False,False,True,False,False
1,2303,32.37782341,60.32153082,1006,53324.04302,5.023197425,3.467963099,15.19967714,2.455215968,6.220657161,6.549066253,5.835099053,0.260878335,19.07368169,10.91244632,25.00211755,20.65712869,134229.0,1799828.0,0.029693296,0.278336459,97484.0,0.318416592,0.96043059,0.04469973,0.610505012,0.50314288,0.243765512,0.677281218,76.01877934,1.655440415,125.8445596,0.025785797,0.40673016,0.620946673,-0.0077971,0.034158569,38.5,15.9,88.37736511,20.02301392,9.641541481,81.79161072,12.48986244,10.46228695,81.97891235,0.194647208,15.39334965,0.982397111,51.57933426,4.334888458,4.045270443,20.08885455,40509.56259,39259.00043,0.394665718,0.605334282,247.0,0.968569128,0.020874059,0.012833251,0.012035821,0.153231844,0.039522871,0.218483723,79414.0,1.835039598,20731.0,31797.0,9018.414063,False,False,False,False,False,False,True
0,910148,32.27652293,69.62364073,1041,109160.9288,6.55294881,3.936534856,11.38328333,6.061256204,10.76138608,6.034061824,2.376314205,0.480392659,12.78629812,13.2148683,26.41265561,24.4909266,303042.0,24153296.0,0.017466953,0.283705373,195132.0,0.491200227,0.981784865,0.023099108,0.508202081,0.758860974,0.106999123,0.605127594,63.68810916,1.554545455,99.00606061,0.029591448,0.466361992,0.902707349,0.0072151,0.023096289,25.9,8.6,92.1606369,29.49491531,35.47146606,81.17684937,45.26623154,17.50882912,85.83944702,1.324368358,12.40152168,0.99466515,66.2673645,2.97945714,2.637532711,9.943770917,106658.2498,136858.9991,0.493130989,0.506869011,66.0,0.918827787,0.040739473,0.040447619,0.022763789,0.128771324,0.045587793,0.123272213,184071.0,0.318277828,77498.0,79657.0,4063.699219,False,True,False,False,False,False,False
0,1442,37.61806982,99.97416023,1036,10200.68904,6.725183718,4.797851723,2.439723083,4.854854869,9.707073922,3.551651329,3.32722075,21.87702363,16.08616435,6.095252605,20.53800002,44.41765269,78785.0,2109738.0,0.029484732,0.296460791,53079.0,0.34980218,0.95252103,0.012692771,0.48813868,0.654291739,0.102977332,0.479322109,83.5816092,1.550802139,129.6185383,0.032471331,0.4600308,0.747963575,0.049260098,0.029174805,32.8,10.3,90.64622498,30.0818548,16.90008163,88.90584564,29.16543007,11.9691124,83.96198273,0.237600237,15.26581573,0.986359954,60.79475403,3.139284611,3.189418554,21.16321365,20642.62504,20855.00016,0.411353226,0.588646774,348.0,0.876448274,0.018328952,0.017331485,0.012190994,0.141467255,0.062282585,0.187023091,42988.0,4.425960548,14290.0,20449.0,6174.84375,False,False,False,False,True,False,False
0,214518,59.95893224,73.00902672,524,25940.86364,5.088072086,8.953300504,9.40294688,3.546121166,6.43711577,12.33631311,5.667002904,0.344279294,13.80146709,12.90476212,21.51861908,24.88668366,2070153.0,64303166.0,0.019571288,0.296804139,1391680.0,0.282501069,0.933711578,0.005313617,0.600737836,0.609254429,0.114792627,0.502058049,74.50906096,1.484107579,110.5794621,0.036334027,0.372908211,0.646406597,0.001981,0.017420156,27.8,9.2,77.77364349,10.12892186,14.80019855,80.9823761,25.43417549,15.82212639,83.74624634,0.28162691,11.55486584,0.968758623,57.81668091,4.263953209,4.007279396,27.89506311,837918.002,936500.0117,0.017217469,0.982782516,15351.0,0.946593724,0.025567453,0.017555337,0.013310907,0.102885482,0.056177761,0.194371665,1280988.0,7.428779103,16177.0,923392.0,6938.939453,False,False,False,False,False,True,False
1,8874,19.37577002,42.951671,1538,31991.82501,8.896517346,5.409367016,17.05240126,6.152013778,6.080411846,10.6993117,4.905595199,3.138632088,13.12144006,7.428919945,17.11538977,28.35191005,19726.0,401942.0,0.02602555,0.401096031,14974.0,0.359332839,0.941282179,0.202778059,0.550572064,0.448050097,0.148794762,0.623443228,108.7709251,1.50530504,163.7334218,0.035992755,0.408101551,0.696355484,-0.0195278,0.037886892,19.9,7.9,82.35621643,35.68864903,17.92154884,79.71854401,20.63666344,21.40505028,70.69155121,0.0,20.41712379,0.974489114,49.1038475,3.92827034,3.891689301,29.34512892,6638.687502,6385.999993,0.153610449,0.846389542,57.0,0.920780418,0.029447192,0.017488789,0.01132496,0.158826156,0.060185861,0.257347264,10780.0,3.074765347,1153.0,6353.0,7695.292969,False,False,False,False,True,False,False
1,1241364,59.83572895,72.05929254,523,55725.42806,4.436117378,9.490484918,8.959930756,3.075303666,8.534611793,10.01329105,3.561996561,0.418897652,15.43078106,14.97160427,21.10698089,24.48206655,3253356.0,160978107.0,0.026997361,0.231173686,2161760.0,0.503058789,0.960580534,0.014446621,0.589636905,0.598555899,0.195718508,0.616738532,128.641541,1.344594595,172.9707207,0.025933247,0.437042247,0.732643519,-0.0032793,0.030666897,19.1,7.7,83.43024445,13.16159633,21.79668617,89.95357513,33.88151169,17.78485489,81.90948486,0.90221411,11.30496788,0.969221375,56.97848892,3.654774666,3.163519621,18.13202386,1289846.0,1405808.007,0.028190718,0.971809311,10585.0,0.951719247,0.048849903,0.030571919,0.016689694,0.095799243,0.048973691,0.125084809,2021949.0,3.250253557,43322.0,1493425.0,4658.189453,False,False,True,False,False,False,False
0,23045,55.86036961,626.321,10,30006.8511,0.0,0.0,0.151519748,0.0,0.0,0.0,0.0,0.0,8.850733091,12.34015784,78.65758932,117.198236,322642.0,21087226.0,0.020236459,0.346827974,202987.0,0.505323059,0.978948738,0.024795284,0.610436458,0.57792937,0.333138479,0.699578549,146.1401682,1.479265403,216.1800948,0.037181277,0.376401983,0.767962826,-0.0133109,0.020493915,22.4,10.3,88.36966705,19.53560641,22.50149727,87.92371368,45.01904297,16.40275192,81.96031189,1.10910666,15.57426357,0.969495583,56.26996231,3.375145912,3.451361418,10.31083967,113697.9373,121226.9994,0.405233917,0.594766083,408.0,0.968146321,0.030412931,0.027137572,0.018257104,0.177901496,0.035749152,0.058143093,184294.0,1.261037945,58378.0,85682.0,4001.077881,False,True,False,False,False,False,False
1,217,29.93566051,63.08835537,2572,85238.9666,3.268509659,3.674639821,13.54771952,4.904080252,7.850711729,7.015309998,6.767225481,7.166545721,17.70603017,11.32269938,16.77652827,17.59008501,11705.0,267711.0,0.027615275,0.473170526,8952.0,0.300771508,0.966483907,0.0,0.688621982,0.354255024,0.515641114,0.483634026,113.3482405,1.480998914,167.8686211,0.054323506,0.332168702,0.545491164,0.043855101,0.022901399,32.2,11.0,69.57584381,2.471920958,10.66545105,66.22662354,16.15044212,26.54867172,70.5752182,0.0,20.79646111,0.953529937,43.28992844,4.040342808,4.283287048,15.11786812,3283.374999,3322.000011,0.117927904,0.882072067,35.0,0.869155677,0.033786118,0.03027628,0.014361804,0.148118569,0.048645575,0.168053105,5729.0,2.989408951,494.0,3695.0,9380.368164,True,False,False,False,False,False,False
0,3402,92.1889117,64.42998095,1050,15897.96135,7.15866083,9.061146925,9.659271312,3.117921441,8.517906778,14.21013997,6.16743344,3.500839893,16.42308491,8.823369422,13.36022508,28.82753462,23094.0,314401.0,0.025210414,0.487889839,16896.0,0.280770943,0.959460248,0.04330129,0.632333193,0.522222991,0.042813718,0.568050393,83.32545805,1.518301611,126.5131772,0.050658236,0.340431335,0.572431579,0.027012199,0.024843285,36.0,13.2,80.22164917,8.006695079,6.601941586,84.61962891,20.06507683,13.4490242,83.94793701,0.216919735,16.05206108,0.950994318,52.10754395,4.231184006,3.912247181,20.55031583,3155.374992,2967.0,0.754917297,0.245082703,44.0,0.937718838,0.02726287,0.015226758,0.01199521,0.12466087,0.027928459,0.130947185,13535.0,1.903608203,6755.0,2193.0,7853.333008,False,False,True,False,False,False,False
0,3395,40.94455852,52.76283547,2109,15339.94207,9.387130222,5.694995597,14.55179974,7.590655448,11.19839693,8.055972484,3.61600017,1.034528125,14.71024244,11.78896917,12.37130968,27.11994766,52608.0,693953.0,0.019374626,0.390334147,37119.0,0.350480612,0.948898139,0.019008516,0.622599758,0.517549,0.207500189,0.593723529,87.49889299,1.650426309,144.410475,0.043881934,0.355173556,0.579246151,-0.0119659,0.030956337,32.0,14.9,81.49476624,7.981397537,7.750874519,78.2776947,16.391119,15.58809662,82.8058548,0.141709968,15.30467606,0.966405345,52.16379929,4.788288116,4.579478741,24.91151647,16487.43749,16278.00009,0.344747543,0.655252457,162.0,0.969123238,0.022693176,0.021687027,0.021676555,0.087686571,0.028858393,0.268518163,31229.0,3.150402551,7128.0,13548.0,11391.85645,True,False,False,False,False,False,False
